,cui,semtyp,Name
14738,C2346815,Immunologic Factor,R 1507
14739,C0083453,"Amino Acid, Peptide, or Protein","MDK protein, human"
14740,C0679969,Social Behavior,social pressure
14741,C0227843,Spatial Concept,Endometrial
14742,C0080190,Quantitative Concept,Standard of Living
14743,C0815198,Social Behavior,social life
14744,C1537935,Gene or Genome,MRAP gene
14745,C1539703,Gene or Genome,RSAD2 gene
14746,C0206608,Disease or Syndrome,Flavivirus Infections
14747,C1419366,Gene or Genome,RGN gene
14748,C0599196,Temporal Concept,Early childhood
14749,C0318157,Bacterium,Streptococcus viridans group
14750,C0009806,Sign or Symptom,Constipation
14751,C0744254,Disease or Syndrome,Gallbladder Infection
14752,C0006736,Body Substance,Calculi
14753,C0085479,Bacterium,Fusobacterium nucleatum
14754,C0014180,"Body Part, Organ, or Organ Component",Endometrium
14755,C0205288,Qualitative Concept,Microscopic
14756,C1521747,Tissue,Mammary Gland Parenchyma
14757,C0279231,Therapeutic or Preventive Procedure,Bleomycin/Doxorubicin/Prednisone regimen (BAP)
14758,C0030471,Body Space or Junction,Nasal sinus
14759,C2717874,Bacterium,Uropathogenic Escherichia coli
14760,C0031066,Body Location or Region,Anogenital region
14761,C2916903,Immunologic Factor,"Antibodies, Monoclonal, Murine-Derived"
14762,C1443964,Quantitative Concept,Lethal dose
14763,C0598128,Phenomenon or Process,Cycloaddition Reaction
14764,C1710137,Quantitative Concept,Spacing
14765,C1094021,Bacterium,Verrucomicrobia
14766,C1506369,Organic Chemical,wiskostatin
14767,C1418259,Gene or Genome,PAK1 gene
14768,C0027103,"Amino Acid, Peptide, or Protein",Myosin Type II
14769,C3815883,"Amino Acid, Peptide, or Protein",Myosin-2
14770,C0128666,Organic Chemical,ML 7
14771,C0066653,Organic Chemical,ML 9
14772,C3273325,"Amino Acid, Peptide, or Protein",Rho GTPase-Activating Protein 5
14773,C0442731,Finding,Strains different
14774,C0060527,Organic Chemical,fluorescein isothiocyanate dextran
14775,C0240417,Finding,muscle mass
14776,C0030013,Molecular Function,Oxidative Phosphorylation
14777,C1540295,Gene or Genome,CD300C gene
14778,C0020352,Organic Chemical,hetastarch
14779,C1257945,"Amino Acid, Peptide, or Protein",F-Box Proteins
14780,C1998726,Finding,Adequate Knowledge
14781,C0242483,Qualitative Concept,Data Quality
14782,C1418591,Gene or Genome,PISD gene
14783,C0033180,Governmental or Regulatory Activity,Privatization
14784,C1414855,Gene or Genome,FUBP1 gene
14785,C4759935,"Amino Acid, Peptide, or Protein",CSK Tyrosine-Protein Kinase
14786,C0017150,Neoplastic Process,Gastrinoma
14787,C1413365,Gene or Genome,CFTR gene
14788,C0251564,"Amino Acid, Peptide, or Protein",Pulmozyme
14789,C0026162,Inorganic Chemical,Minerals
14790,C3264621,Organic Chemical,ivacaftor
14791,C0206610,Mammal,"Mice, Inbred CFTR"
14792,C0600530,Mammal,"Mice, Congenic"
14793,C5137265,Cell Component,Pi Mi complex
14794,C0021828,Disease or Syndrome,Intestinal Atresia
14795,C0377274,"Amino Acid, Peptide, or Protein",Collectins
14796,C1327413,Organism Function,cytokine production
14797,C3826821,Intellectual Product,U.S. Centers for Disease Control and Prevention
14798,C1412323,Gene or Genome,AKR1B10 gene
14799,C0233703,Mental or Behavioral Dysfunction,Xenophobia
14800,C2987364,Virus,pelareorep
14801,C0596704,Laboratory Procedure,high voltage electron microscopy
14802,C2936281,Virus,"Influenza A Virus, H7N1 Subtype"
14803,C1826565,Gene or Genome,PEBP1 gene
14804,C4287836,Qualitative Concept,Uncharged
14805,C1512914,Functional Concept,Intrabronchial Route of Drug Administration
14806,C0334867,Professional or Occupational Group,Veterinary pathologist
14807,C0279025,Therapeutic or Preventive Procedure,Hormone Therapy
14808,C1258132,"Amino Acid, Peptide, or Protein",Prohormone Convertases
14809,C0025111,Body Substance,Medical Waste
14810,C1513271,Occupation or Discipline,Microtechnology
14811,C0004504,Organic Chemical,Azoles
14812,C1514758,Cell Function,Receptor Activation Process
14813,C0674917,Receptor,"NCR1 protein, human"
14814,C0041413,Geographic Area,Tuvalu
14815,C1511972,Quantitative Concept,Direct Costs
14816,C0016117,Health Care Activity,"Financial Management, Hospital"
14817,C0057684,"Nucleic Acid, Nucleoside, or Nucleotide",diadenosine tetraphosphate
14818,C1414548,Gene or Genome,FCER1G gene
14819,C0034805,Receptor,Fc Receptor
14820,C4704948,Organism Function,Cold Shock Stress
14821,C0027708,Neoplastic Process,Nephroblastoma
14822,C1417880,Gene or Genome,NUDT2 gene
14823,C0007839,Organic Chemical,Cerulenin
14824,C0646427,"Amino Acid, Peptide, or Protein",DALES
14825,C1332086,Gene or Genome,AMPH gene
14826,C2699119,Gene or Genome,ARPP21 gene
14827,C1064339,Mammal,Pteropus vampyrus
14828,C0287920,"Amino Acid, Peptide, or Protein",STAT1 protein
14829,C0255156,"Amino Acid, Peptide, or Protein","PPP2R4 protein, human"
14830,C0069389,Organic Chemical,Okadaic Acid
14831,C2610261,Molecular Function,p38MAPK cascade
14832,C4053907,Disease or Syndrome,Type B Tylosis
14833,C1883167,Manufactured Object,Station
14834,C0392917,Embryonic Structure,Afterbirth
14835,C0946401,Organism Attribute,ocular sphere
14836,C3889677,Intellectual Product,Laboratory Certification Document
14837,C0033487,Organic Chemical,propofol
14838,C0246631,Organic Chemical,remifentanil
14839,C0183429,Medical Device,Electronic sphygmomanometer
14840,C0182109,Medical Device,Pulse oximeter
14841,C4054317,Medical Device,Oral Endotracheal Tube
14842,C0002422,Medical Device,Ambulances
14843,C1427185,Gene or Genome,CASKIN1 gene
14844,C2611924,Genetic Function,negative regulation of gene expression
14845,C0598394,Functional Concept,enzootic
14846,C3156643,Cell Function,caveolin-mediated endocytosis
14847,C0597170,Physiologic Function,paracrine
14848,C0439472,Quantitative Concept,Pounds per square inch
14849,C0410480,Disease or Syndrome,Avascular Necrosis of Femur Head
14850,C3898778,Intellectual Product,Import-Export License
14851,C1324275,Molecular Function,hydroxylamine oxidase activity
14852,C0006631,"Amino Acid, Peptide, or Protein",Cadherins
14853,C0595934,Finding,calcium depletion
14854,C0369189,Organic Chemical,Free estradiol
14855,C0424295,Mental or Behavioral Dysfunction,Hyperactive behavior
14856,C0428597,Finding,Basal gastric acid output result
14857,C0315737,Bacterium,Salmonella Dublin
14858,C4165197,Eukaryote,Aroa
14859,C0003333,Immunologic Factor,"Antigens, Heterophile"
14860,C0752270,Organic Chemical,Echinacea preparation
14861,C1186763,"Body Part, Organ, or Organ Component",Stem of Organ
14862,C0058353,Organic Chemical,dipalmitoylphosphatidylserine
14863,C0450576,Body Location or Region,SI2
14864,C0037914,"Indicator, Reagent, or Diagnostic Aid",Spin Labels
14865,C0031618,Organic Chemical,phosphatidylethanolamines
14866,C1414158,Gene or Genome,DSC3 gene
14867,C0021118,Mental Process,Imprinting (Psychology)
14868,C0086439,Finding,Hypokinesia
14869,C0599752,Bacterium,intestinal bacteria
14870,C3828717,"Amino Acid, Peptide, or Protein",Olfactomedin-4
14871,C1538532,Gene or Genome,OLFM4 gene
14872,C1235660,Body Space or Junction,Notch
14873,C1412958,Gene or Genome,GATD3A gene
14874,C1417494,Gene or Genome,MUC2 gene
14875,C1265831,Pathologic Function,Interstitial inflammation
14876,C2746078,Organic Chemical,linagliptin
14877,C1611934,Organic Chemical,saxagliptin
14878,C2681104,Gene or Genome,UBXN1 gene
14879,C1511903,Functional Concept,Dietary Factors
14880,C0040407,Geographic Area,Tonga (Geographic Area)
14881,C0596019,"Element, Ion, or Isotope",chloride ion
14882,C3179134,Natural Phenomenon or Process,Sympatry
14883,C0562558,Social Behavior,Promiscuous behavior
14884,C0182301,Medical Device,Pipette (physical object)
14885,C1366464,Gene or Genome,F9 gene
14886,C0205200,Qualitative Concept,Confluent
14887,C0009262,Organic Chemical,colchicine
14888,C2755759,Cell Function,movement of cell or subcellular component
14889,C0079868,Genetic Function,"Mutagenesis, Insertional"
14890,C0682906,"Element, Ion, or Isotope",Transition Elements
14891,C1826439,Gene or Genome,NLRP6 gene
14892,C2350467,Cell,Invariant Natural Killer T-Cells
14893,C1539620,Gene or Genome,GSDMD gene
14894,C4529962,Disease or Syndrome,Fatty Liver Disease
14895,C0040078,"Amino Acid, Peptide, or Protein",Thymidine Kinase
14896,C3890232,"Amino Acid, Peptide, or Protein",Trans-Activator Protein BZLF1
14897,C1417024,Gene or Genome,MAPK8IP1 gene
14898,C3812666,Activity,Personal Contact
14899,C1540219,Gene or Genome,CNOT11 gene
14900,C0005539,Biomedical Occupation or Discipline,biomedical engineering field
14901,C0146951,Organic Chemical,Triton X-100
14902,C4743987,Quantitative Concept,Read Depth
14903,C1384573,Receptor,"FOLR1 protein, human"
14904,C0680083,Temporal Concept,Life Stage
14905,C0037589,Intellectual Product,Software Tools
14906,C0018790,Disease or Syndrome,Cardiac Arrest
14907,C0680238,Social Behavior,Discord
14908,C0009478,Health Care Related Organization,Community Pharmacies
14909,C0679771,Therapeutic or Preventive Procedure,Harm Reduction
14910,C0814701,Regulation or Law,parole
14911,C1961136,Qualitative Concept,Excellent (qualifier value)
14912,C3556995,Virus,Aichivirus A
14913,C1216704,Virus,Aichivirus B
14914,C1875499,Medical Device,MICROCHAMBER
14915,C0026020,Laboratory Procedure,Scanning Electron Microscopy
14916,C3643615,Pharmacologic Substance,Triumph
14917,C5206154,"Indicator, Reagent, or Diagnostic Aid",Isobaric Tags for Relative and Absolute Quantitation
14918,C0260000,Molecular Function,Secondary Metabolism
14919,C1366514,Gene or Genome,HGS gene
14920,C0017735,"Amino Acid, Peptide, or Protein",glucose oxidase
14921,C2752543,Body Space or Junction,cell-cell contact zone
14922,C0872097,Cell Function,Anoikis
14923,C0042172,"Amino Acid, Peptide, or Protein",E-Cadherin
14924,C4525805,Diagnostic Procedure,Phase-Contrast Magnetic Resonance Imaging
14925,C1363982,Gene or Genome,TNFRSF1B gene
14926,C1423082,Gene or Genome,PPP1R14C gene
14927,C1704931,Gene or Genome,ACVR1 wt Allele
14928,C0008455,"Amino Acid, Peptide, or Protein",Chondroitin ABC Lyase
14929,C0004266,"Nucleic Acid, Nucleoside, or Nucleotide","Attachment Sites, Microbiological"
14930,C0597418,Immunologic Factor,Rotavirus Vaccines
14931,C1325174,Molecular Function,tau-protein kinase activity
14932,C4764180,Finding,Major Histocompatibility Complex Tested Indicator
14933,C1425583,Gene or Genome,NUSAP1 gene
14934,C0794888,Medical Device,Injection device
14935,C0178691,Quantitative Concept,human population growth
14936,C0030738,Food,Peas - dietary
14937,C1513016,Pharmacologic Substance,Matrix Metalloproteinase Inhibitors
14938,C2986530,Population Group,Intervention Group
14939,C1416378,Gene or Genome,IK gene
14940,C0240816,Professional or Occupational Group,Sex Workers
14941,C0241028,Finding,Sexually active
14942,C2265640,Cell Function,Autophagy Regulation Pathway
14943,C4048267,Finding,Cytoplasmic vacuolation
14944,C1160684,Cell Function,viral capsid secondary envelopment
14945,C0054036,Organic Chemical,Brefeldin A
14946,C0304089,Organic Chemical,Brefeldin
14947,C0041834,Disease or Syndrome,Erythema
14948,C3671958,Finding,Reproductive failure
14949,C0062527,Immunologic Factor,hepatitis B surface antigen vaccine
14950,C1671231,Fish,Proscyllium habereri
14951,C0015879,"Amino Acid, Peptide, or Protein",Ferritin
14952,C0020097,Disease or Syndrome,HTLV-I Infections
14953,C0058272,Organic Chemical,dimethylbusulfan
14954,C0079407,"Amino Acid, Peptide, or Protein","Gene Products, tax"
14955,C3687173,Disease or Syndrome,Simian immunodeficiency virus infection
14956,C3152252,Quantitative Concept,Molecular Mass
14957,C0067790,"Amino Acid, Peptide, or Protein",N-acetyltryptophan
14958,C0597729,Cell Component,Spindle Pole Body
14959,C0474461,Organism Function,Spontaneous onset of labor
14960,C1704664,Gene or Genome,SMO wt Allele
14961,C0178292,Pathologic Function,"Complications of pregnancy, childbirth and the puerperium"
14962,C1823619,Gene or Genome,VEGFA gene
14963,C0059377,"Amino Acid, Peptide, or Protein",Nidogen
14964,C0301508,Immunologic Factor,yellow fever vaccine
14965,C5205635,Intellectual Product,Diagnostic Confirmation Code
14966,C0410000,Disease or Syndrome,Overlap syndrome
14967,C0857465,Finding,peak flow
14968,C0017504,Organism Attribute,Gestational Age
14969,C0999593,Mammal,Lama
14970,C0038229,Organic Chemical,stearic acid
14971,C0544711,Laboratory Procedure,Autofluorescence
14972,C1261211,"Body Part, Organ, or Organ Component",Structure of gland of Montgomery
14973,C1708333,Health Care Related Organization,Health Care Organization
14974,C1956344,Governmental or Regulatory Activity,Emergency Preparedness
14975,C4723712,"Amino Acid, Peptide, or Protein",Endoribonuclease ZC3H12A
14976,C0597611,"Amino Acid, Peptide, or Protein",Tumor Suppressor Proteins
14977,C2350701,Immunologic Factor,Macrophage Inflammatory Protein-1
14978,C1537997,Gene or Genome,MT-RNR2 gene
14979,C1883220,Conceptual Entity,Superfamily
14980,C1654934,Organism Function,Immune Evasion
14981,C0010082,Professional or Occupational Group,Coroners
14982,C0025082,Professional or Occupational Group,"Examiner, Medical"
14983,C3274946,Family Group,Decedent
14984,C2700214,Qualitative Concept,Friendly
14985,C1515927,Health Care Activity,Alternative Medical System
14986,C0049832,Pharmacologic Substance,7-aminoactinomycin D
14987,C0003801,Organic Chemical,Armin
14988,C1416994,Gene or Genome,MAN1B1 gene
14989,C1537663,Gene or Genome,MARCH8 gene
14990,C0033209,Organic Chemical,probenecid
14991,C1326017,Cell Function,Cell Fate Control
14992,C4521199,Functional Concept,test health data
14993,C2825564,Health Care Related Organization,Submitting Facility
14994,C0949300,"Amino Acid, Peptide, or Protein","D-Ala(2),MePhe(4),Met(0)-ol-enkephalin"
14995,C1415127,Gene or Genome,GM2A gene
14996,C1412215,Gene or Genome,ADAR gene
14997,C1539445,Gene or Genome,TENT5C gene
14998,C1421948,Gene or Genome,MCOLN2 gene
14999,C4551660,Natural Phenomenon or Process,Virus Host Interactions
15000,C0015063,Organic Chemical,Ethyl Methanesulfonate
15001,C0225377,Body Space or Junction,Structure of upper respiratory tract cavity
15002,C1150130,Molecular Function,caspase activity
15003,C0893577,"Amino Acid, Peptide, or Protein","PSMD4 protein, human"
15004,C0012411,Organic Chemical,p-Dimethylaminoazobenzene
15005,C2986475,Qualitative Concept,Antitumor
15006,C2348485,Quantitative Concept,X-Ray Exposure Time
15007,C0206307,Disease or Syndrome,Canavan Disease
15008,C1517569,Body Location or Region,Intraventricular
15009,C0026969,Tissue,Myelin
15010,C0427728,Laboratory or Test Result,Blood concentration results
15011,C0453288,Food,Paw-paw
15012,C0201925,Laboratory Procedure,Calcium measurement
15013,C0004914,Manufactured Object,Bedding
15014,C0021843,Disease or Syndrome,Intestinal Obstruction
15015,C0021588,Therapeutic or Preventive Procedure,AID - Artificial insemination by donor
15016,C0587668,Health Care Activity,Surgical service
15017,C0402499,Professional or Occupational Group,Receptionist
15018,C1553435,Spatial Concept,Bed Location
15019,C0085580,Disease or Syndrome,Essential Hypertension
15020,C3826979,Intellectual Product,Model for End-Stage Liver Disease
15021,C0029205,Laboratory Procedure,Organ Culture Techniques
15022,C5205214,Laboratory or Test Result,MET Gene Amplification Negative
15023,C2826293,Finding,Clinical Significance
15024,C0024944,Geographic Area,Mauritius
15025,C0025915,Mammal,"Mice, Deer"
15026,C2981691,Qualitative Concept,Respiratory Contagion Contact
15027,C0377914,"Amino Acid, Peptide, or Protein",Proto-Oncogene Protein c-ets-1
15028,C0017359,Gene or Genome,"Genes, Overlapping"
15029,C0600661,Intellectual Product,Outlines (document)
15030,C0930553,"Body Part, Organ, or Organ Component",Major salivary gland structure
15031,C0030580,"Body Part, Organ, or Organ Component",Parotid Gland
15032,C0038179,Organic Chemical,starch
15033,C1148956,Molecular Function,transmembrane conductance regulator activity
15034,C3830550,Temporal Concept,December
15035,C0442040,Spatial Concept,Salivary
15036,C1708057,Manufactured Object,Field Effect Transistor Device
15037,C0229657,Cell,Plasmablast (cell)
15038,C0332391,Finding,pT1 stage
15039,C0013975,Activity,Emigration
15040,C1160064,Organ or Tissue Function,oenocyte development
15041,C4054080,Finding,Regimen-Limiting Toxicity
15042,C0600447,"Nucleic Acid, Nucleoside, or Nucleotide","RNA, Spliced Leader"
15043,C1039256,Eukaryote,Syndiniales
15044,C0524645,Professional or Occupational Group,Marines
15045,C1154599,Cell Function,quorum sensing
15046,C0039859,Organic Chemical,Thiazoles
15047,C3818743,Organic Chemical,isothiazole
15048,C3853634,Professional or Occupational Group,Certified Nurse Midwife
15049,C0017814,Biomedical or Dental Material,glutaral
15050,C0019100,Disease or Syndrome,Severe Dengue
15051,C0376300,Disease or Syndrome,Dengue Shock Syndrome
15052,C3179077,Pharmacologic Substance,Proton Ionophores
15053,C0007044,Organic Chemical,Carbonyl Cyanide p-Trifluoromethoxyphenylhydrazone
15054,C3179075,Therapeutic or Preventive Procedure,Mechanical Thrombolysis
15055,C0024282,Disease or Syndrome,Lymphocytosis
15056,C0019202,Disease or Syndrome,Hepatolenticular Degeneration
15057,C0345893,Neoplastic Process,Juvenile polyposis syndrome
15058,C0581620,"Body Part, Organ, or Organ Component",Thoracic spinal cord structure
15059,C1511002,Cell Function,B-Cell Differentiation
15060,C2754100,Cell Function,neuron death
15061,C0228615,"Body Part, Organ, or Organ Component",Structure of cervical spinal cord ventral horn
15062,C0035369,Disease or Syndrome,Retroviridae Infections
15063,C0972560,"Indicator, Reagent, or Diagnostic Aid",MOUNTING MEDIA
15064,C0574198,Language,Bashkir language
15065,C1532717,Quantitative Concept,Kilodalton
15066,C1210351,Virus,Caulimoviridae
15067,C0002461,Professional Society,American Medical Association
15068,C0042930,"Body Part, Organ, or Organ Component",Vocal cord structure
15069,C1881712,Finding,Medical Device Material Rupture
15070,C0016842,Congenital Abnormality,Congenital pectus excavatum
15071,C0439654,Qualitative Concept,Quiet
15072,C0178733,Qualitative Concept,Loudness
15073,C1550079,Organic Chemical,M5 Additive/Preservative
15074,C0315755,Bacterium,Salmonella Miyazaki
15075,C2346549,Quantitative Concept,50 Percent Embryo Infective Dose
15076,C0007537,Organic Chemical,cefaclor
15077,C0010132,"Amino Acid, Peptide, or Protein",corticotropin-releasing hormone
15078,C0003779,"Amino Acid, Peptide, or Protein",argipressin
15079,C0004600,Body Location or Region,Back
15080,C0009402,Neoplastic Process,Colorectal Carcinoma
15081,C0035020,Phenomenon or Process,Relapse
15082,C1332818,Gene or Genome,CXCL14 gene
15083,C1258005,Cell,HCT116 Cells
15084,C3887572,"Amino Acid, Peptide, or Protein",Chemokine CXCL1
15085,C3630366,Virus,Pegivirus
15086,C1201573,Mammal,Hipposideros larvatus
15087,C2717951,"Amino Acid, Peptide, or Protein",Co-Repressor Proteins
15088,C0314621,Gene or Genome,Operator gene
15089,C0391841,Finding,Oxygen content
15090,C0382270,"Amino Acid, Peptide, or Protein",SMRT protein
15091,C0596836,Natural Phenomenon or Process,Light intensity
15092,C1000301,Virus,Papaya mosaic virus
15093,C0999928,Virus,Beet curly top virus
15094,C0324815,Mammal,Drill baboon
15095,C4042884,Human-caused Phenomenon or Process,Digital Divide
15096,C0681284,Occupational Activity,media coverage
15097,C3658322,Social Behavior,Ethnic Conflict
15098,C0086750,Research Activity,Outcomes Research
15099,C0281176,Therapeutic or Preventive Procedure,Antibody Therapy
15100,C1413348,Gene or Genome,CES2 gene
15101,C1883464,Organization,University of California at Santa Cruz
15102,C0596899,Intellectual Product,membrane model
15103,C0034788,Receptor,"Receptors, Antigen"
15104,C0072422,Organic Chemical,proteoliposomes
15105,C0024658,Organic Chemical,maltose
15106,C0017420,"Body Part, Organ, or Organ Component",Genitalia
15107,C0037167,"Amino Acid, Peptide, or Protein",sincalide
15108,C0036770,Cell,Structure of sertoli cell
15109,C0206397,Virus,Inovirus
15110,C0449456,Spatial Concept,Size of patch
15111,C0029039,Family Group,Is an only child
15112,C1273421,Laboratory Procedure,Viral studies (procedure)
15113,C0317569,Bacterium,Haemophilus parasuis
15114,C0085171,Organic Chemical,Aphidicolin
15115,C0392351,Governmental or Regulatory Activity,Law enforcement arrest
15116,C0114346,Organic Chemical,Dimesna
15117,C1158517,Genetic Function,strand displacement
15118,C1511698,Cell or Molecular Dysfunction,"DNA Breaks, Single-Stranded"
15119,C1517023,Manufactured Object,Expression Library
15120,C0332221,Spatial Concept,Satellite (minor structure)
15121,C1260956,Qualitative Concept,Red color
15122,C0086195,Biologically Active Substance,Ectohormones
15123,C0027345,Disease or Syndrome,Nairobi Sheep Disease
15124,C0376406,Virus,Granulovirus
15125,C0042373,Disease or Syndrome,Vascular Diseases
15126,C1456454,"Amino Acid, Peptide, or Protein",Amyloid Proteins
15127,C4687763,Intellectual Product,Associated Persons Reproductive System Findings Domain
15128,C3830369,Finding,Duration of Rupture of Membrane
15129,C0233174,Finding,Synclitism
15130,C0028797,Disease or Syndrome,Occupational Diseases
15131,C1522646,Functional Concept,Filed
15132,C0040053,Pathologic Function,Thrombosis
15133,C0025166,Cell,Megakaryocytes
15134,C1959635,Disease or Syndrome,Parvovirus B19 (disease)
15135,C0679429,Pathologic Function,platelet dysfunction
15136,C0040057,Organic Chemical,Thromboxane A2
15137,C0920267,Laboratory Procedure,Platelet aggregation measurement
15138,C3641012,Virus,Human Papillomavirus-35
15139,C0429562,Finding,Superimposition
15140,C2936597,Virus,Human papillomavirus 31
15141,C4330331,Laboratory or Test Result,Human Papillomavirus Negative
15142,C0019906,Food,Honey
15143,C2717864,Pathologic Function,Colony Collapse Disorder
15144,C4505224,Inorganic Chemical,Greenhouse Gases
15145,C2828094,Body Substance,Gastric Fluid
15146,C0024623,Neoplastic Process,Malignant neoplasm of stomach
15147,C0036406,Laboratory Procedure,Scintillation Counting
15148,C1707127,Intellectual Product,CGS Metric System
15149,C3889977,Intellectual Product,Evidence of Contractor Compliance Document
15150,C3242203,Idea or Concept,incomplete data
15151,C1817111,Organism Function,response to host immune response
15152,C0017397,"Nucleic Acid, Nucleoside, or Nucleotide",Genetic Vectors
15153,C1427738,Gene or Genome,SOSTDC1 gene
15154,C0524983,Cell,Gastrin-Secreting Cells
15155,C4528194,Classification,Nottingham Grade
15156,C0032376,Language,Polish language
15157,C2826182,Temporal Concept,Study Day
15158,C0475309,Health Care Related Organization,Health center
15159,C1047251,Eukaryote,Lima
15160,C0055598,Therapeutic or Preventive Procedure,CHOP protocol-cyclophosphamide/doxorubicin/prednisone/vincristine
15161,C1336644,Gene or Genome,TNFRSF10B gene
15162,C0029007,"Amino Acid, Peptide, or Protein",Oncogene Protein p21(ras)
15163,C0148323,Organic Chemical,Shiga Toxins
15164,C0206179,Virus,Chicken anemia virus
15165,C1234165,Virus,Gyrovirus
15166,C0138318,"Amino Acid, Peptide, or Protein",Arginine Vasopressin-Neurophysin II Preproprotein
15167,C3772095,Virus,Pigeon parvovirus A
15168,C1265371,Virus,Genus Picornavirus
15169,C1148348,Temporal Concept,Date of death
15170,C0009758,"Body Part, Organ, or Organ Component",conjunctiva
15171,C0459624,"Body Part, Organ, or Organ Component",Lacrimal duct
15172,C2827774,Therapeutic or Preventive Procedure,Current Therapy
15173,C1417080,Gene or Genome,MCRS1 gene
15174,C1335333,"Amino Acid, Peptide, or Protein",Papillomavirus Transforming Protein E7
15175,C1418231,Gene or Genome,PABPC1P1 gene
15176,C0014052,Virus,Tick-Borne Encephalitis Viruses
15177,C3273937,Gene or Genome,SF3B1 wt Allele
15178,C1846735,Disease or Syndrome,ALZHEIMER DISEASE 8
15179,C4290000,Disease or Syndrome,acute flaccid myelitis
15180,C0858952,Mental or Behavioral Dysfunction,silence
15181,C0231688,Finding,"Gait, Shuffling"
15182,C1510506,"Amino Acid, Peptide, or Protein",Interferon Regulatory Factor 3
15183,C1999167,Population Group,Old age
15184,C0393073,Cell,autologous Epstein-Barr virus-specific cytotoxic T lymphocytes (cell)
15185,C0036220,Neoplastic Process,Kaposi Sarcoma
15186,C4289970,Immunologic Factor,Anti-PD1 Monoclonal Antibody
15187,C3657270,Immunologic Factor,nivolumab
15188,C2828150,Neoplastic Process,Human Papillomavirus Positive Oropharyngeal Squamous Cell Carcinoma
15189,C0227411,Body Space or Junction,Anal canal
15190,C0087071,"Amino Acid, Peptide, or Protein",Telomerase
15191,C0076829,Organic Chemical,topiramate
15192,C2825314,Gene or Genome,MicroRNA Gene
15193,C0030617,Virus,Parvoviridae
15194,C4744540,Molecular Biology Research Technique,MicroRNA Sequencing
15195,C0015539,Professional or Occupational Group,"Faculty, Pharmacy"
15196,C0319248,Virus,Suid herpesvirus 2
15197,C0277873,Sign or Symptom,Nasal Flaring
15198,C0521800,Sign or Symptom,Central cyanosis
15199,C4727838,Neoplastic Process,Advanced Melanoma
15200,C1824675,Gene or Genome,CD177 gene
15201,C1367202,Immunologic Factor,ipilimumab
15202,C0023252,Regulation or Law,Statutes and Laws
15203,C0042730,Natural Phenomenon or Process,Viral Interference
15204,C3853536,Manufactured Object,Carbon Dioxide Monitor Device Component
15205,C4505156,Educational Activity,Collaborative Learning
15206,C0030643,Health Care Activity,Pastoral Care
15207,C0027821,Disease or Syndrome,Neurocirculatory Asthenia
15208,C0205408,Qualitative Concept,Vague
15209,C0024286,Disease or Syndrome,Lymphogranuloma Venereum
15210,C0949896,Virus,Zaire Ebola Virus
15211,C2985564,Therapeutic or Preventive Procedure,MC5-A Scrambler Therapy
15212,C0030744,Organic Chemical,Pectins
15213,C0071734,Organic Chemical,porphyran
15214,C0041215,Eukaryote,Trypanosoma
15215,C3681790,Bird,Otus brucei brucei
15216,C0055782,Immunologic Factor,circumsporozoite protein
15217,C1422122,Gene or Genome,MAL2 gene
15218,C1272883,Biomedical or Dental Material,Injection
15219,C2347379,Finding,Observation Result
15220,C1138413,"Nucleic Acid, Nucleoside, or Nucleotide","Regulatory Sequences, Ribonucleic Acid"
15221,C0392347,Mental Process,Hope (emotion)
15222,C1514194,Pharmacologic Substance,Polyamine Synthesis Inhibitor
15223,C1206070,Virus,Chlorovirus
15224,C0999789,Virus,Paramecium bursaria Chlorella virus 1
15225,C0887847,"Amino Acid, Peptide, or Protein",GTP-Binding Protein alpha Subunits
15226,C0146894,Inorganic Chemical,triphosphate
15227,C2350461,Natural Phenomenon or Process,Physicochemical Phenomena
15228,C0042566,Virus,"Viruses, Unclassified"
15229,C0206348,Virus,Phycodnaviridae
15230,C0001457,"Amino Acid, Peptide, or Protein",ADENOSINE DEAMINASE
15231,C1415627,Gene or Genome,FOXA2 gene
15232,C0167117,"Amino Acid, Peptide, or Protein",exenatide
15233,C0020473,Disease or Syndrome,Hyperlipidemia
15234,C1958126,Organic Chemical,alogliptin
15235,C0061355,"Amino Acid, Peptide, or Protein",Glucagon-Like Peptide 1
15236,C0418967,Therapeutic or Preventive Procedure,Other Therapy
15237,C0005802,Organic Chemical,Blood Glucose
15238,C0038766,Organic Chemical,Sulfonylurea Compounds
15239,C2827599,Qualitative Concept,Upper Case Letter
15240,C1896186,Bacterium,Aggregatibacter
15241,C4505351,Molecular Function,Citrullination
15242,C3242309,Idea or Concept,symptomatic relief
15243,C0814835,Qualitative Concept,land use
15244,C3630566,Eukaryote,Sarima
15245,C0017767,Organic Chemical,Glucosinolates
15246,C0051719,Pharmacologic Substance,ammonium hydroxide
15247,C0073281,"Amino Acid, Peptide, or Protein",ribosomal protein L18
15248,C0295247,Receptor,sialic acid receptor
15249,C0039551,"Nucleic Acid, Nucleoside, or Nucleotide",Terminal Repeat Sequences
15250,C0007097,Neoplastic Process,Carcinoma
15251,C0537086,"Amino Acid, Peptide, or Protein",glutathione S-transferase pi
15252,C0034031,Quantitative Concept,Public Opinion Polls
15253,C0683623,Idea or Concept,cultural values
15254,C1546410,Finding,No functional limitations
15255,C3271836,Molecular Function,C-C motif chemokine 5 receptor activity
15256,C1553268,Population Group,Georgetown Eskimos
